asset_id,category,condition,status,useful_life_years,purchase_date,purchase_cost,expiry_date,work_orders_count,downtime_minutes,labor_hours,priority,risk_level,asset_age_years,useful_life_consumed_ratio,days_to_warranty_expiry,is_warranty_expired,avg_downtime_per_wo,avg_labor_per_wo,annual_maintenance_frequency
AST-1174,Server,Fair,Active,5,2022-05-05,3753.2,2026-11-08,8,574,36.49,Low,High,4.33,0.87,68,0,71.75,4.56,1.85
AST-1175,Laptop,Fair,Active,3,2026-02-01,4062.62,2027-02-25,1,34,1.5,Medium,Low,0.58,0.19,177,0,34.0,1.5,1.72
AST-1176,Laptop,Fair,Idle,5,2023-02-22,4625.43,2026-06-05,8,1533,33.83,Low,High,3.52,0.7,-88,1,191.62,4.23,2.27
AST-1177,Laptop,Good,Active,3,2025-05-30,5889.31,2027-06-15,0,0,0.0,Critical,Low,1.26,0.42,287,0,0.0,0.0,0.0
AST-1178,Server,Poor,Active,3,2023-02-24,5960.71,2025-10-18,3,394,11.97,Medium,High,3.52,1.17,-318,1,131.33,3.99,0.85
AST-1179,Workstation,Poor,Idle,10,2014-05-31,5974.85,2025-08-01,11,850,19.62,Low,High,12.25,1.23,-396,1,77.27,1.78,0.9
AST-1180,Lab_Equipment,Fair,Active,7,2021-05-04,1443.44,2026-10-27,8,487,8.25,Medium,Medium,5.33,0.76,56,0,60.88,1.03,1.5
AST-1181,Laptop,Poor,Active,3,2022-12-05,4160.58,2026-05-05,5,196,8.31,Medium,High,3.74,1.25,-119,1,39.2,1.66,1.34
AST-1182,Workstation,Critical,Active,3,2023-05-10,7366.47,2025-10-13,9,408,31.4,Critical,High,3.31,1.1,-323,1,45.33,3.49,2.72
AST-1183,Workstation,Poor,Idle,7,2018-05-25,7100.28,2025-08-12,16,2082,61.97,Low,High,8.27,1.18,-385,1,130.12,3.87,1.93
AST-1184,Lab_Equipment,Good,Active,5,2025-06-22,4412.11,2027-10-05,0,0,0.0,Low,Low,1.19,0.24,399,0,0.0,0.0,0.0
AST-1185,Lab_Equipment,Good,Active,5,2024-06-20,6421.1,2027-09-16,1,169,1.47,Low,Low,2.2,0.44,380,0,169.0,1.47,0.45
AST-1186,Laptop,Poor,Active,10,2013-10-06,718.87,2025-10-25,30,3149,124.51,Low,High,12.9,1.29,-311,1,104.97,4.15,2.33
AST-1187,Lab_Equipment,Poor,Active,5,2022-05-07,2106.83,2026-07-08,3,200,13.4,Low,High,4.32,0.86,-55,1,66.67,4.47,0.69
AST-1188,Projector,Fair,Active,5,2023-09-28,4518.63,2027-06-15,8,1233,13.96,Low,Medium,2.93,0.59,287,0,154.12,1.74,2.73
AST-1189,Server,Good,Active,5,2026-01-20,889.95,2027-12-18,2,351,8.17,Medium,Low,0.61,0.12,473,0,175.5,4.08,3.28
AST-1190,Workstation,Good,Active,7,2021-09-09,2405.55,2026-08-19,1,117,3.09,Low,Low,4.98,0.71,-13,1,117.0,3.09,0.2
AST-1191,Projector,Good,Active,5,2024-07-30,2557.99,2027-02-09,6,589,23.1,High,Medium,2.09,0.42,161,0,98.17,3.85,2.87
AST-1192,Workstation,Critical,Active,5,2020-10-17,6127.52,2025-08-03,9,771,30.66,Low,High,5.87,1.17,-394,1,85.67,3.41,1.53
AST-1193,Network_Switch,Good,Under_Maintenance,7,2025-08-03,4048.37,2027-06-11,5,915,22.23,Low,Medium,1.08,0.15,283,0,183.0,4.45,4.63
AST-1194,Server,Fair,Active,3,2025-03-20,2782.83,2028-01-04,5,975,19.69,Medium,Medium,1.45,0.48,490,0,195.0,3.94,3.45
AST-1195,Workstation,Good,Active,7,2026-05-27,5396.27,2027-12-31,2,466,2.41,Medium,Low,0.27,0.04,486,0,233.0,1.2,7.41
AST-1196,Network_Switch,Good,Active,7,2024-11-26,6080.02,2027-07-01,2,181,8.97,Medium,Low,1.76,0.25,303,0,90.5,4.49,1.14
AST-1197,Network_Switch,Poor,Active,5,2022-07-19,4459.4,2026-10-30,5,802,11.68,Medium,High,4.12,0.82,59,0,160.4,2.34,1.21
AST-1198,Laptop,Poor,Active,3,2023-07-31,2428.88,2026-02-23,5,358,13.37,High,High,3.09,1.03,-190,1,71.6,2.67,1.62
AST-1199,Workstation,Good,Active,5,2024-10-03,3467.33,2028-01-05,2,229,7.9,Medium,Low,1.91,0.38,491,0,114.5,3.95,1.05
AST-1200,Laptop,Good,Active,5,2023-12-27,2276.36,2027-01-29,5,1148,10.95,Low,Medium,2.68,0.54,150,0,229.6,2.19,1.87
AST-1201,Lab_Equipment,Critical,Active,5,2022-05-26,2298.55,2026-06-06,9,2055,35.52,High,High,4.27,0.85,-87,1,228.33,3.95,2.11
AST-1202,Workstation,Good,Active,5,2022-01-24,5228.79,2026-08-16,8,253,21.87,Low,Medium,4.6,0.92,-16,1,31.62,2.73,1.74
AST-1203,Network_Switch,Fair,Active,10,2020-12-08,2236.85,2027-05-10,9,739,16.72,Low,Medium,5.73,0.57,251,0,82.11,1.86,1.57
AST-1204,Workstation,Fair,Active,3,2024-10-16,5602.41,2026-09-20,7,1302,27.66,Medium,Medium,1.88,0.63,19,0,186.0,3.95,3.72
AST-1205,Workstation,Fair,Active,5,2020-09-03,4549.59,2026-01-15,13,1601,14.14,Low,High,5.99,1.2,-229,1,123.15,1.09,2.17
AST-1206,Lab_Equipment,Poor,Active,3,2024-09-02,6982.49,2026-06-22,2,127,2.56,Low,Medium,2.0,0.67,-71,1,63.5,1.28,1.0
AST-1207,Lab_Equipment,Fair,Active,7,2019-03-27,5264.45,2026-06-23,9,1282,21.85,Medium,High,7.43,1.06,-70,1,142.44,2.43,1.21
AST-1208,Server,Good,Active,7,2023-10-04,6887.9,2027-12-24,6,424,26.61,Medium,Low,2.91,0.42,479,0,70.67,4.43,2.06
AST-1209,Server,Good,Active,7,2019-10-28,3518.4,2026-09-20,7,547,10.29,Low,High,6.84,0.98,19,0,78.14,1.47,1.02
AST-1210,Workstation,Good,Active,7,2019-12-19,4056.03,2026-07-03,8,416,15.12,Medium,Medium,6.7,0.96,-60,1,52.0,1.89,1.19
AST-1211,Lab_Equipment,Good,Idle,5,2026-02-20,3176.33,2027-02-11,1,117,2.72,Medium,Low,0.53,0.11,163,0,117.0,2.72,1.89
AST-1212,Lab_Equipment,Fair,Active,7,2024-12-21,3950.8,2027-04-30,2,109,4.7,Low,Low,1.69,0.24,241,0,54.5,2.35,1.18
AST-1213,Lab_Equipment,Good,Active,5,2024-01-09,6759.29,2027-01-28,0,0,0.0,Medium,Low,2.64,0.53,149,0,0.0,0.0,0.0
AST-1214,Lab_Equipment,Poor,Active,5,2022-02-22,2198.23,2026-06-05,11,1225,46.36,High,High,4.52,0.9,-88,1,111.36,4.21,2.43
AST-1215,Workstation,Critical,Active,3,2023-03-25,3164.78,2026-01-14,7,533,16.81,Medium,High,3.44,1.15,-230,1,76.14,2.4,2.03
AST-1216,Workstation,Poor,Active,5,2023-07-26,5531.44,2026-09-29,3,596,12.27,Medium,Medium,3.1,0.62,28,0,198.67,4.09,0.97
AST-1217,Workstation,Poor,Active,7,2021-04-17,5951.92,2026-10-16,14,880,40.54,Medium,High,5.37,0.77,45,0,62.86,2.9,2.61
AST-1218,Laptop,Good,Under_Maintenance,5,2024-07-08,2114.65,2027-02-02,2,352,5.06,High,Low,2.15,0.43,154,0,176.0,2.53,0.93
AST-1219,Lab_Equipment,Fair,Active,7,2024-01-29,5315.75,2027-02-24,2,351,3.75,Medium,Low,2.59,0.37,176,0,175.5,1.88,0.77
AST-1220,Laptop,Fair,Active,5,2021-05-06,5923.98,2025-10-25,5,1073,9.87,Medium,High,5.32,1.06,-311,1,214.6,1.97,0.94
AST-1221,Workstation,Good,Under_Maintenance,5,2024-06-16,6775.23,2027-11-25,5,249,24.98,Low,Low,2.21,0.44,450,0,49.8,5.0,2.26
AST-1222,Network_Switch,Good,Active,7,2018-11-04,7483.16,2026-05-05,7,739,28.94,Medium,High,7.82,1.12,-119,1,105.57,4.13,0.9
AST-1223,Laptop,Good,Active,5,2025-01-13,502.11,2027-10-02,0,0,0.0,Medium,Low,1.63,0.33,396,0,0.0,0.0,0.0
AST-1224,Lab_Equipment,Poor,Active,7,2021-04-06,4524.75,2026-11-28,15,1882,55.49,Medium,High,5.4,0.77,88,0,125.47,3.7,2.78
AST-1225,Laptop,Good,Active,10,2024-05-10,3952.55,2027-08-30,3,202,11.46,Medium,Low,2.31,0.23,363,0,67.33,3.82,1.3
AST-1226,Lab_Equipment,Good,Active,7,2024-12-27,535.93,2027-10-08,6,901,12.65,High,Medium,1.68,0.24,402,0,150.17,2.11,3.57
AST-1227,Lab_Equipment,Good,Active,5,2024-04-04,769.12,2026-11-13,7,1294,15.02,High,Medium,2.41,0.48,73,0,184.86,2.15,2.9
AST-1228,Projector,Poor,Under_Maintenance,3,2023-02-26,4820.68,2025-08-07,2,469,8.54,High,High,3.51,1.17,-390,1,234.5,4.27,0.57
AST-1229,Projector,Good,Active,3,2025-01-24,904.35,2027-01-31,1,65,1.59,Critical,Low,1.6,0.53,152,0,65.0,1.59,0.62
AST-1230,Network_Switch,Good,Active,10,2020-11-11,2376.42,2027-10-17,5,371,21.18,Low,Low,5.8,0.58,411,0,74.2,4.24,0.86
AST-1231,Laptop,Good,Active,7,2025-02-13,987.43,2027-06-01,3,180,10.49,Low,Low,1.55,0.22,273,0,60.0,3.5,1.94
AST-1232,Laptop,Good,Active,3,2024-10-15,2575.89,2026-10-29,6,857,26.16,Critical,Medium,1.88,0.63,58,0,142.83,4.36,3.19
AST-1233,Server,Good,Active,5,2025-04-08,3874.69,2027-09-22,4,501,16.2,Low,Low,1.4,0.28,386,0,125.25,4.05,2.86
AST-1234,Workstation,Good,Active,10,2024-04-02,4430.86,2027-07-12,4,599,6.96,Low,Low,2.41,0.24,314,0,149.75,1.74,1.66
AST-1235,Workstation,Critical,Active,3,2023-06-04,2428.52,2025-08-24,4,587,17.52,High,High,3.24,1.08,-373,1,146.75,4.38,1.23
AST-1236,Workstation,Good,Active,5,2025-02-09,1949.27,2027-11-19,0,0,0.0,Medium,Low,1.56,0.31,444,0,0.0,0.0,0.0
AST-1237,Network_Switch,Fair,Under_Maintenance,3,2024-10-17,2893.66,2026-06-20,0,0,0.0,Low,Low,1.87,0.62,-73,1,0.0,0.0,0.0
AST-1238,Projector,Fair,Active,5,2023-07-21,5800.09,2026-07-01,6,437,14.17,Medium,Medium,3.12,0.62,-62,1,72.83,2.36,1.92
AST-1239,Lab_Equipment,Good,Active,10,2019-12-19,3959.06,2026-06-13,10,637,11.0,Medium,Medium,6.7,0.67,-80,1,63.7,1.1,1.49
AST-1240,Workstation,Fair,Active,3,2023-10-20,1192.31,2026-09-20,6,1033,19.58,High,High,2.87,0.96,19,0,172.17,3.26,2.09
AST-1241,Laptop,Fair,Active,3,2026-06-07,6270.7,2027-06-18,0,0,0.0,Medium,Low,0.24,0.08,290,0,0.0,0.0,0.0
AST-1242,Projector,Poor,Under_Maintenance,5,2022-08-19,5217.35,2026-07-31,5,901,19.12,Medium,High,4.04,0.81,-32,1,180.2,3.82,1.24
AST-1243,Projector,Good,Active,5,2024-05-08,960.47,2027-05-13,5,246,8.26,Medium,Low,2.32,0.46,254,0,49.2,1.65,2.16
AST-1244,Workstation,Good,Active,10,2020-10-10,3960.78,2027-02-16,7,522,25.58,Medium,Medium,5.89,0.59,168,0,74.57,3.65,1.19
AST-1245,Laptop,Poor,Active,7,2018-07-05,6855.14,2026-04-08,9,916,24.48,High,High,8.16,1.17,-146,1,101.78,2.72,1.1
AST-1246,Workstation,Fair,Active,7,2021-10-04,2444.41,2026-08-31,10,1679,45.94,Medium,High,4.91,0.7,-1,1,167.9,4.59,2.04
AST-1247,Laptop,Poor,Active,3,2023-06-02,6086.96,2026-06-25,3,464,11.87,Low,High,3.25,1.08,-68,1,154.67,3.96,0.92
AST-1248,Lab_Equipment,Good,Under_Maintenance,5,2025-11-07,1624.92,2027-07-07,4,411,4.81,Low,Low,0.82,0.16,309,0,102.75,1.2,4.88
AST-1249,Lab_Equipment,Good,Active,5,2025-01-26,4759.19,2027-02-19,4,796,9.25,Low,Low,1.6,0.32,171,0,199.0,2.31,2.5
AST-1250,Workstation,Fair,Under_Maintenance,5,2023-06-15,6370.45,2026-07-13,5,1130,18.68,Medium,High,3.21,0.64,-50,1,226.0,3.74,1.56
AST-1251,Workstation,Poor,Active,5,2023-12-04,1544.65,2027-08-15,3,476,14.26,Medium,Medium,2.74,0.55,348,0,158.67,4.75,1.09
AST-1252,Workstation,Poor,Active,5,2023-01-07,3262.78,2026-10-31,4,687,14.53,Low,Medium,3.65,0.73,60,0,171.75,3.63,1.1
AST-1253,Laptop,Good,Active,3,2025-12-02,6273.85,2026-11-18,2,271,7.85,Critical,Low,0.75,0.25,78,0,135.5,3.92,2.67
AST-1254,Workstation,Poor,Active,7,2018-02-28,6906.59,2025-12-10,16,2756,43.42,Medium,High,8.51,1.22,-265,1,172.25,2.71,1.88
AST-1255,Server,Poor,Active,3,2023-05-25,4236.11,2025-09-24,7,267,14.62,Low,High,3.27,1.09,-342,1,38.14,2.09,2.14
AST-1256,Projector,Good,Under_Maintenance,10,2021-06-08,5571.43,2027-04-01,9,2043,15.52,Medium,Medium,5.23,0.52,212,0,227.0,1.72,1.72
AST-1257,Workstation,Good,Active,5,2023-01-17,3362.07,2026-07-02,4,133,14.59,Medium,Low,3.62,0.72,-61,1,33.25,3.65,1.1
AST-1258,Workstation,Good,Active,5,2026-05-10,6328.13,2028-01-02,2,81,2.32,Medium,Low,0.31,0.06,488,0,40.5,1.16,6.45
AST-1259,Laptop,Fair,Active,3,2024-04-29,480.25,2026-10-22,6,1319,14.99,Medium,High,2.34,0.78,51,0,219.83,2.5,2.56
AST-1260,Workstation,Fair,Under_Maintenance,5,2021-03-27,6120.11,2026-05-12,8,1067,22.15,Low,High,5.43,1.09,-112,1,133.38,2.77,1.47
AST-1261,Laptop,Fair,Active,5,2025-06-25,4461.17,2027-10-20,1,105,2.63,Medium,Low,1.19,0.24,414,0,105.0,2.63,0.84
AST-1262,Workstation,Good,Active,3,2025-01-15,5349.86,2027-01-24,4,322,14.76,High,Low,1.63,0.54,145,0,80.5,3.69,2.45
AST-1263,Lab_Equipment,Good,Active,7,2022-12-17,1509.85,2027-09-20,7,1059,31.25,Low,Medium,3.71,0.53,384,0,151.29,4.46,1.89
AST-1264,Laptop,Good,Under_Maintenance,5,2023-11-26,3435.15,2027-03-25,6,1211,6.96,High,Medium,2.77,0.55,205,0,201.83,1.16,2.17
AST-1265,Projector,Fair,Active,5,2025-03-04,5834.08,2027-02-19,4,688,13.51,Medium,Medium,1.49,0.3,171,0,172.0,3.38,2.68
AST-1266,Lab_Equipment,Good,Active,5,2023-10-15,2359.05,2027-10-04,4,230,13.7,High,Low,2.88,0.58,398,0,57.5,3.42,1.39
AST-1267,Workstation,Good,Active,7,2023-06-16,3797.55,2027-12-13,1,84,1.11,Medium,Low,3.21,0.46,468,0,84.0,1.11,0.31
AST-1268,Laptop,Poor,Active,5,2025-05-26,2501.12,2027-08-19,4,195,13.61,Low,Medium,1.27,0.25,352,0,48.75,3.4,3.15
AST-1269,Projector,Good,Active,5,2025-08-06,5474.5,2027-03-09,5,151,10.44,Low,Low,1.07,0.21,189,0,30.2,2.09,4.67
AST-1270,Lab_Equipment,Fair,Active,5,2022-09-30,515.33,2026-10-12,3,613,14.02,Medium,Medium,3.92,0.78,41,0,204.33,4.67,0.77
AST-1271,Workstation,Good,Active,5,2021-11-21,5936.73,2026-06-25,6,828,8.04,Medium,High,4.78,0.96,-68,1,138.0,1.34,1.26
AST-1272,Laptop,Good,Active,5,2024-01-17,2106.12,2026-12-11,7,690,15.56,Medium,Medium,2.62,0.52,101,0,98.57,2.22,2.67
AST-1273,Lab_Equipment,Good,Active,5,2024-07-05,1345.79,2027-08-05,7,247,14.97,Medium,Low,2.16,0.43,338,0,35.29,2.14,3.24
AST-1274,Lab_Equipment,Good,Active,7,2024-10-01,1291.4,2027-12-28,2,83,2.84,Medium,Low,1.92,0.27,483,0,41.5,1.42,1.04
AST-1275,Lab_Equipment,Fair,Active,5,2022-06-20,6222.48,2026-06-11,10,1773,32.26,Medium,High,4.2,0.84,-82,1,177.3,3.23,2.38
AST-1276,Projector,Fair,Active,3,2025-04-29,803.86,2027-10-03,4,905,8.01,Low,Medium,1.34,0.45,397,0,226.25,2.0,2.99
AST-1277,Lab_Equipment,Good,Active,10,2021-08-28,840.46,2027-03-29,10,1661,12.46,High,Medium,5.01,0.5,209,0,166.1,1.25,2.0
AST-1278,Projector,Poor,Active,5,2020-06-17,1475.17,2026-02-07,9,509,23.1,Low,High,6.21,1.24,-206,1,56.56,2.57,1.45
AST-1279,Network_Switch,Fair,Active,5,2026-02-18,4321.8,2027-07-19,0,0,0.0,Low,Low,0.53,0.11,321,0,0.0,0.0,0.0
AST-1280,Lab_Equipment,Good,Active,10,2021-06-03,2503.91,2027-01-02,9,1750,18.97,High,Medium,5.25,0.52,123,0,194.44,2.11,1.71
AST-1281,Workstation,Good,Active,7,2017-11-01,1657.79,2025-11-08,14,3171,51.65,Medium,High,8.83,1.26,-297,1,226.5,3.69,1.59
AST-1282,Server,Fair,Active,10,2026-03-22,7375.9,2026-12-07,0,0,0.0,Medium,Low,0.45,0.04,97,0,0.0,0.0,0.0
AST-1283,Workstation,Poor,Active,5,2020-10-16,3120.83,2026-05-14,17,722,58.1,High,High,5.88,1.18,-110,1,42.47,3.42,2.89
AST-1284,Lab_Equipment,Good,Active,5,2022-04-14,968.75,2026-08-22,4,525,10.12,High,Medium,4.38,0.88,-10,1,131.25,2.53,0.91
AST-1285,Workstation,Good,Under_Maintenance,5,2026-02-10,905.21,2027-07-10,2,101,2.35,Low,Low,0.56,0.11,312,0,50.5,1.18,3.57
AST-1286,Lab_Equipment,Good,Active,5,2026-03-20,7116.39,2027-11-05,0,0,0.0,Medium,Low,0.45,0.09,430,0,0.0,0.0,0.0
AST-1287,Workstation,Fair,Active,5,2020-03-28,5258.63,2025-08-16,10,308,36.82,Medium,High,6.43,1.29,-381,1,30.8,3.68,1.56
AST-1288,Laptop,Good,Active,5,2023-11-16,570.44,2027-03-27,6,405,25.14,Medium,Low,2.79,0.56,207,0,67.5,4.19,2.15
AST-1289,Lab_Equipment,Poor,Active,5,2020-08-30,916.42,2026-04-21,7,812,34.39,Low,High,6.0,1.2,-133,1,116.0,4.91,1.17
AST-1290,Network_Switch,Poor,Under_Maintenance,5,2021-11-16,3382.08,2026-09-15,7,1674,10.79,Medium,High,4.79,0.96,14,0,239.14,1.54,1.46
AST-1291,Laptop,Fair,Idle,3,2025-11-29,7139.84,2027-11-22,1,170,2.94,Medium,Low,0.76,0.25,447,0,170.0,2.94,1.32
AST-1292,Laptop,Fair,Active,5,2022-11-10,1546.35,2026-08-27,3,581,9.77,Low,High,3.81,0.76,-5,1,193.67,3.26,0.79
AST-1293,Lab_Equipment,Poor,Active,5,2021-06-18,5618.68,2025-12-20,5,671,10.71,Medium,High,5.2,1.04,-255,1,134.2,2.14,0.96
AST-1294,Workstation,Fair,Active,5,2020-07-17,1638.31,2026-02-09,10,1394,45.86,Low,High,6.12,1.22,-204,1,139.4,4.59,1.63
AST-1295,Workstation,Poor,Active,7,2021-05-08,6723.68,2026-09-18,7,1026,23.46,Medium,High,5.32,0.76,17,0,146.57,3.35,1.32
AST-1296,Lab_Equipment,Good,Active,3,2026-03-06,1619.99,2027-06-15,1,32,3.6,Medium,Low,0.49,0.16,287,0,32.0,3.6,2.04
AST-1297,Network_Switch,Good,Active,10,2026-03-31,1491.86,2027-11-24,4,361,18.08,Low,Low,0.42,0.04,449,0,90.25,4.52,9.52
AST-1298,Workstation,Fair,Active,7,2024-03-20,1966.62,2026-12-30,5,370,24.53,Medium,Medium,2.45,0.35,120,0,74.0,4.91,2.04
AST-1299,Projector,Critical,Active,5,2021-07-21,5837.6,2025-11-20,8,1491,15.43,Medium,High,5.11,1.02,-285,1,186.38,1.93,1.57
AST-1300,Laptop,Critical,Under_Maintenance,3,2023-07-31,6855.69,2026-03-19,5,660,7.18,Low,High,3.09,1.03,-166,1,132.0,1.44,1.62
AST-1301,Laptop,Critical,Active,7,2018-09-08,2547.51,2025-09-19,8,1827,29.84,Low,High,7.98,1.14,-347,1,228.38,3.73,1.0
AST-1302,Lab_Equipment,Poor,Under_Maintenance,5,2023-04-10,1251.67,2026-07-30,9,1602,35.71,Medium,High,3.39,0.68,-33,1,178.0,3.97,2.65
AST-1303,Laptop,Good,Under_Maintenance,7,2024-12-30,780.81,2027-09-11,3,209,11.64,Medium,Low,1.67,0.24,375,0,69.67,3.88,1.8
AST-1304,Lab_Equipment,Fair,Under_Maintenance,5,2021-04-04,6289.9,2025-11-13,11,954,21.95,High,High,5.41,1.08,-292,1,86.73,2.0,2.03
AST-1305,Laptop,Good,Idle,7,2022-12-29,1388.7,2026-11-04,7,413,34.52,Low,Low,3.67,0.52,64,0,59.0,4.93,1.91
AST-1306,Workstation,Poor,Active,5,2022-09-26,3347.53,2026-08-18,8,1912,21.93,High,High,3.93,0.79,-14,1,239.0,2.74,2.04
AST-1307,Laptop,Good,Under_Maintenance,3,2025-09-28,3372.74,2027-02-04,2,110,2.54,Medium,Low,0.93,0.31,156,0,55.0,1.27,2.15
AST-1308,Projector,Good,Active,5,2025-10-01,4037.99,2027-04-02,1,37,4.98,Low,Low,0.92,0.18,213,0,37.0,4.98,1.09
AST-1309,Workstation,Good,Active,3,2026-05-11,3181.86,2027-10-19,1,210,4.46,Low,Low,0.31,0.1,413,0,210.0,4.46,3.23
AST-1310,Network_Switch,Critical,Active,5,2020-03-30,3830.95,2025-08-02,14,2496,33.35,Low,High,6.42,1.28,-395,1,178.29,2.38,2.18
AST-1311,Laptop,Good,Active,5,2021-04-27,2795.05,2025-09-30,5,588,12.54,High,High,5.35,1.07,-336,1,117.6,2.51,0.93
AST-1312,Projector,Good,Active,5,2024-05-31,1158.28,2027-12-24,2,388,2.98,Medium,Low,2.25,0.45,479,0,194.0,1.49,0.89
AST-1313,Workstation,Poor,Active,3,2023-02-09,1749.91,2025-10-03,5,687,20.39,High,High,3.56,1.19,-333,1,137.4,4.08,1.4
AST-1314,Projector,Fair,Active,7,2018-07-29,1814.46,2026-04-19,12,762,45.18,Low,High,8.09,1.16,-135,1,63.5,3.76,1.48
AST-1315,Laptop,Fair,Active,5,2021-06-18,5650.23,2025-12-07,4,922,19.26,Medium,High,5.2,1.04,-268,1,230.5,4.82,0.77
AST-1316,Workstation,Fair,Active,3,2025-01-15,7129.24,2027-01-01,5,303,23.76,High,Medium,1.63,0.54,122,0,60.6,4.75,3.07
AST-1317,Server,Poor,Active,5,2021-05-21,890.16,2026-04-01,6,479,13.2,Medium,High,5.28,1.06,-153,1,79.83,2.2,1.14
AST-1318,Lab_Equipment,Good,Under_Maintenance,5,2024-03-17,6250.38,2027-01-28,2,204,7.47,Low,Low,2.46,0.49,149,0,102.0,3.74,0.81
AST-1319,Lab_Equipment,Good,Active,5,2026-02-25,4729.67,2027-02-13,0,0,0.0,High,Low,0.51,0.1,165,0,0.0,0.0,0.0
AST-1320,Workstation,Good,Idle,5,2025-09-21,2584.52,2027-12-12,2,431,6.43,Medium,Low,0.94,0.19,467,0,215.5,3.22,2.13
AST-1321,Workstation,Critical,Active,3,2023-01-31,2727.65,2026-03-18,6,465,23.85,High,High,3.58,1.19,-167,1,77.5,3.98,1.68
AST-1322,Laptop,Poor,Under_Maintenance,5,2020-06-01,3558.45,2026-02-03,11,2205,26.04,Medium,High,6.25,1.25,-210,1,200.45,2.37,1.76
AST-1323,Server,Poor,Under_Maintenance,5,2021-06-24,7081.05,2025-12-15,9,1686,28.65,Low,High,5.19,1.04,-260,1,187.33,3.18,1.73
AST-1324,Laptop,Poor,Idle,7,2022-03-12,1933.82,2026-11-24,8,241,9.26,Critical,Medium,4.47,0.64,84,0,30.12,1.16,1.79
AST-1325,Workstation,Poor,Active,5,2021-03-11,4309.69,2026-06-07,11,1239,31.83,High,High,5.48,1.1,-86,1,112.64,2.89,2.01
AST-1326,Laptop,Good,Active,7,2025-09-19,5915.27,2027-11-07,1,142,3.54,Low,Low,0.95,0.14,432,0,142.0,3.54,1.05
AST-1327,Workstation,Good,Active,3,2025-04-20,4374.19,2027-11-12,5,912,7.43,Low,Medium,1.37,0.46,437,0,182.4,1.49,3.65
AST-1328,Lab_Equipment,Fair,Idle,5,2022-09-14,1580.41,2026-08-11,10,1390,17.9,High,High,3.96,0.79,-21,1,139.0,1.79,2.53
AST-1329,Workstation,Good,Active,3,2024-11-16,5073.98,2027-05-11,4,739,4.59,Medium,Low,1.79,0.6,252,0,184.75,1.15,2.23
AST-1330,Laptop,Good,Active,10,2026-05-08,4324.99,2027-09-21,2,159,5.87,Medium,Low,0.32,0.03,385,0,79.5,2.94,6.25
AST-1331,Workstation,Poor,Active,3,2023-05-19,2102.72,2026-05-22,2,75,2.42,High,High,3.29,1.1,-102,1,37.5,1.21,0.61
AST-1332,Workstation,Good,Active,3,2024-11-13,6392.35,2027-02-23,3,288,4.28,Medium,Low,1.8,0.6,175,0,96.0,1.43,1.67
AST-1333,Workstation,Poor,Active,7,2017-11-16,7287.53,2025-09-16,11,1382,32.21,High,High,8.79,1.26,-350,1,125.64,2.93,1.25
AST-1334,Laptop,Critical,Active,5,2020-08-25,799.19,2026-02-04,10,1020,44.08,Medium,High,6.02,1.2,-209,1,102.0,4.41,1.66
AST-1335,Lab_Equipment,Good,Active,3,2026-06-12,7242.16,2027-04-14,2,112,6.65,High,Low,0.22,0.07,225,0,56.0,3.32,9.09
AST-1336,Laptop,Good,Active,7,2020-09-17,6784.67,2026-09-23,10,984,28.74,Low,High,5.95,0.85,22,0,98.4,2.87,1.68
AST-1337,Projector,Good,Active,5,2025-09-05,1845.1,2027-10-04,0,0,0.0,High,Low,0.99,0.2,398,0,0.0,0.0,0.0
AST-1338,Server,Poor,Active,3,2024-06-29,6883.93,2026-08-12,7,1240,28.43,High,High,2.17,0.72,-20,1,177.14,4.06,3.23
AST-1339,Workstation,Fair,Active,7,2019-11-29,852.94,2026-08-12,10,1212,44.78,Low,High,6.76,0.97,-20,1,121.2,4.48,1.48
AST-1340,Projector,Good,Active,5,2024-06-09,5768.96,2027-04-22,2,185,5.79,Low,Low,2.23,0.45,233,0,92.5,2.9,0.9
AST-1341,Laptop,Good,Active,5,2026-02-21,4541.48,2027-11-24,1,177,2.64,Medium,Low,0.53,0.11,449,0,177.0,2.64,1.89
AST-1342,Workstation,Critical,Active,5,2022-04-26,672.65,2026-08-09,11,2323,32.14,Low,High,4.35,0.87,-23,1,211.18,2.92,2.53
AST-1343,Lab_Equipment,Poor,Active,5,2020-12-12,1848.36,2025-10-01,9,1161,17.19,Low,High,5.72,1.14,-335,1,129.0,1.91,1.57
AST-1344,Laptop,Good,Under_Maintenance,10,2022-02-07,7415.68,2027-06-01,6,412,6.94,Low,Low,4.56,0.46,273,0,68.67,1.16,1.32
AST-1345,Network_Switch,Good,Active,3,2024-10-04,4701.87,2026-08-20,0,0,0.0,Medium,Low,1.91,0.64,-12,1,0.0,0.0,0.0
AST-1346,Lab_Equipment,Good,Active,5,2024-01-15,6700.71,2027-11-28,6,910,12.78,Low,Medium,2.63,0.53,453,0,151.67,2.13,2.28
AST-1347,Laptop,Good,Active,10,2025-10-19,4507.65,2026-12-06,1,96,1.35,Low,Low,0.87,0.09,96,0,96.0,1.35,1.15
AST-1348,Projector,Good,Under_Maintenance,10,2022-03-18,4453.06,2027-12-05,5,420,14.0,Medium,Low,4.46,0.45,460,0,84.0,2.8,1.12
